line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
4107 Meadowbrook Ave,Orlando,FL,32808,M5271073328,https://www.realtor.com/realestateandhomes-detail/4107-Meadowbrook-Ave_Orlando_FL_32808_M52710-73328,"Short Sale. Renovated! Painted inside and out, new lights, new fans, new kitchen cabinets, new tiling etc. NEW ROOF! The kitchen feature newer cabinets, granite top, stove, disposal, microwave, dishwasher and side by side fridge. Tiled floors throughout. Granite tops in bathrooms.",short sale renovate paint inside new light new fan new kitchen cabinets new tile etc new roof kitchen feature newer cabinets granite top stave disposal microwave dishwasher side side fridge tile floor throughout granite top bathrooms,not-distressed,not-distressed
3909 E Montgomery Ave,Spokane,WA,99217,M1388500421,https://www.realtor.com/realestateandhomes-detail/3909-E-Montgomery-Ave_Spokane_WA_99217_M13885-00421,"Charming turn key home! This 3 bedroom 2 bathroom home offers all the comforts. New laminate wood flooring throughout the home. Fully updated kitchen with new counters and stainless steel appliances. Enjoy the built in coffee bar right off the kitchen! Downstairs offers a large family/entertaining area along with the master suite. Fully fenced backyard that is perfect for that backyard BBQ. Enjoy the covered patio or venture out to the firepit! Plenty of storage with the two storage sheds. Don't forget about the RV parking. 40ft camper has been stored there, Newer hot water tank, newer gas furnace and new A/C. Grab this before its gone!!",charm turn key home 3 bedroom 2 bathroom home offer comfort new laminate wood floor throughout home fully update kitchen new counter stainless steel appliances enjoy build coffee bar right kitchen downstairs offer large familyentertaining area along master suite fully fence backyard perfect backyard bbq enjoy cover patio venture firepit plenty storage two storage shed dont forget rv park 40ft camper store newer hot water tank newer gas furnace new ac grab go,not-distressed,not-distressed
918 W 29th Ave,Spokane,WA,99203,M1824225010,https://www.realtor.com/realestateandhomes-detail/918-W-29th-Ave_Spokane_WA_99203_M18242-25010,"Fixer. Great Potential , charming bungalow close to Wilson School and Comstock Park. Nice fenced yard with a built in rock fire place. Home has hardwood floors, formal living and dining rooms.2 bedrooms on the main floor. Small kitchen. Fireplace on the main and in the basement. Basement has a potential bedroom with a non-egress window, family room and 1/2 bath . Nice fenced yard with a built in rock fire place an extra non egress window. Alarm System. Bedroom 1: 121/4 x 12 1/4. Bedroom 2: 10 x 11.5. Living Room 12/6 x 17. Dining Room, 12.8 x 9. Downstairs Family room: 14.5 x 13. Home is being sold as is, no seller repairs",fixer great potential charm bungalow close wilson school comstock park nice fence yard build rock fire place home hardwood floor formal live din rooms2 bedrooms main floor small kitchen fireplace main basement basement potential bedroom nonegress window family room 12 bath nice fence yard build rock fire place extra non egress window alarm system bedroom 1 1214 x 12 14 bedroom 2 10 x 115 live room 126 x 17 din room 128 x 9 downstairs family room 145 x 13 home sell seller repair,not-distressed,distressed
213 W Buchanon Ave,Orlando,FL,32809,M6309167944,https://www.realtor.com/realestateandhomes-detail/213-W-Buchanon-Ave_Orlando_FL_32809_M63091-67944,FOR SALE SINGLE FAMILY HOME WITH OVER 1/4 OF ACRE AND NOT HOA FENCED BACK YARD ALL TILE FLOORS GRANITE COUNTER TOPS KITCHEN BACK SPLASH AC REPLACED IN 2018 FRESH PAINTED BATHS WITH SHOWERS/NO BATH TUBS EXTENDED DRIVEWAY EXTERIOR FRESH PAINTED HUGE MASTER BEDROOM SCHEDULE A SHOWING TODAY THIS ONE WON'T LAST,sale single family home 14 acre hoa fence back yard tile floor granite counter top kitchen back splash ac replace 2018 fresh paint bath showersno bath tubs extend driveway exterior fresh paint huge master bedroom schedule show today one wont last,not-distressed,not-distressed
1739 Bolton Rd NW,Atlanta,GA,30318,M6365114608,https://www.realtor.com/realestateandhomes-detail/1739-Bolton-Rd-NW_Atlanta_GA_30318_M63651-14608,"Truly a One-Of-A-Kind! 1890's 3 Bedroom, 2 Bath Mill House. Completely Renovated in 2018 and featured on Atlanta Preservation Center's 2019 Phoenix Flies Tour of Historic Homes. Natural Light Fills the Charming Open Concept Living/Kitchen Area while the Large Owner's Suite on Main Provides Escape.Upstairs is 2 Bedrooms, full bath and access to Rear Balcony Perfect for Morning Coffee! Large Rear Patio and Huge Fenced Back Yard.Right around the corner from Historic Whittier Mill Park and Upcoming Proctor Creek Greenway Trail. 10 Minutes to Downtown OR Truist Park. Vacant. Show Anytime. Schedule on Showtime",truly oneofakind 1890s 3 bedroom 2 bath mill house completely renovate 2018 feature atlanta preservation center 2019 phoenix fly tour historic home natural light fill charm open concept livingkitchen area large owners suite main provide escapeupstairs 2 bedrooms full bath access rear balcony perfect morning coffee large rear patio huge fence back yardright around corner historic whittier mill park upcoming proctor creek greenway trail 10 minutes downtown truist park vacant show anytime schedule showtime,not-distressed,not-distressed
9404 E Sinto Ave,Spokane,WA,99206,M2516047636,https://www.realtor.com/realestateandhomes-detail/9404-E-Sinto-Ave_Spokane-Valley_WA_99206_M25160-47636,"Super charming Spokane Valley Bungalow home with easy access to I-90, by way of Argonne! 2 bedrooms, 1 bath on the main level, with additional 1(non-egress) bedroom, 1 bathroom in the partially finished basement, for a total of approximately 1450 sqft of living space. Freshly painted inside and out, beautiful hardwood floors, and newer windows. 1 Car detached garage, fully fenced, large, treed backyard. Ample space for a large shop, garden, etc. Photos coming soon!",super charm spokane valley bungalow home easy access i90 way argonne 2 bedrooms 1 bath main level additional 1nonegress bedroom 1 bathroom partially finish basement total approximately 1450 sqft live space freshly paint inside beautiful hardwood floor newer windows 1 car detach garage fully fence large tree backyard ample space large shop garden etc photos come soon,not-distressed,remove
2113 S Pulaski St,Little Rock,AR,72206,M7367433303,https://www.realtor.com/realestateandhomes-detail/2113-S-Pulaski-St_Little-Rock_AR_72206_M73674-33303,HUD Owned. HUD Case #031-403030. This property is being sold As-Is present condition at closing. All offers must be submitted online at . For more information visit .,hud own hud case 031403030 property sell asis present condition close offer must submit online information visit,distressed,distressed
614 S Jackson St,Boise,ID,83705,M1536614505,https://www.realtor.com/realestateandhomes-detail/614-S-Jackson-St_Boise_ID_83705_M15366-14505,"Two cottages on one lot located in the beautiful Depot Bench. 614 Jackson St: 2bed/1bath, 620 sqft., upgrades in 2014 include new flooring, water heater, plus updated plumbing and electrical. 4020 Neel St: 1bed/1bath, 720 sqft, upgrades in 2014/2015 include new roof, minisplit HAVC unit and electrical panel. Both properties fully fence and well cared for by tenants. Prime location minutes away from train depot, BSU, Boise River, foothills, airport and more.",two cottages one lot locate beautiful depot bench 614 jackson st 2bed1bath 620 sqft upgrade 2014 include new floor water heater plus update plumb electrical 4020 neel st 1bed1bath 720 sqft upgrade 20142015 include new roof minisplit havc unit electrical panel properties fully fence well care tenant prime location minutes away train depot bsu boise river foothills airport,not-distressed,distressed
3680 W 138th St,Cleveland,OH,44111,M4708427241,https://www.realtor.com/realestateandhomes-detail/3680-W-138th-St_Cleveland_OH_44111_M47084-27241,Handyman and Investor special! This Westpark Ranch offers 2 bedrooms/1 bath with a full basement.Has much potential but will need a complete interior remodel. Owner needs to relocate and islooking for no contingency/cash offers only. Add your decorating ideas. Schedule your showing Today!!,handyman investor special westpark ranch offer 2 bedrooms1 bath full basementhas much potential need complete interior remodel owner need relocate islooking contingencycash offer add decorate ideas schedule show today,distressed,distressed
2321 Starks Ave,Dallas,TX,75215,M7194174520,https://www.realtor.com/realestateandhomes-detail/2321-Starks-Ave_Dallas_TX_75215_M71941-74520,Investor Special! Check out this property ready to be remodeled. Would make a great rental property Lots of new homes (all 3 adjacent properties seem to be brand new or completely remodeled). New streets and new commerce in the neighborhood as well. This home is being sold as is.,investor special check property ready remodel would make great rental property lot new home 3 adjacent properties seem brand new completely remodel new streets new commerce neighborhood well home sell,not-distressed,distressed
3469 Illinois Ave,Louisville,KY,40213,M4579129888,https://www.realtor.com/realestateandhomes-detail/3469-Illinois-Ave_Louisville_KY_40213_M45791-29888,"Close proximity to the Zoo nature preserve, tennis courts and Joe Creason Park! Hard to find brick ranch with basement. Hardwood flooring throughout. New HVAC and roof 2012. Property being sold ''as-is''",close proximity zoo nature preserve tennis court joe creason park hard find brick ranch basement hardwood floor throughout new hvac roof 2012 property sell asis,distressed,distressed
